"서비스 id","시설코드","시군구 코드","시군구명","읍면동 코드","읍면동명","관리기관","전화번호","경도","위도","세부위치","운영시간","운영요일","안심귀갓길 id","안심귀갓길 명","비고","데이터 기준일자","이미지명"
"1111011000_04_S02","402","1111000000","서울특별시 종로구","1111011000","누하동","종로경찰서","02-3701-4324","126.96863","37.579533","서울특별시 종로구 필운대로 39","0000_2400","501","1111011000_04","종로안심04","GS25종로누하점","20221118","1111011000_04_S02_402.jpeg"
"1111011000_04_S01","402","1111000000","서울특별시 종로구","1111011300","필운동","종로경찰서","02-3701-4324","126.967514","37.57794","서울특별시 종로구 필운대로1길 36","0000_2400","501","1111011000_04","종로안심04","CU종로배화점","20221118","1111011000_04_S01_402.jpeg"
"1111011200_03_S02","402","1111000000","서울특별시 종로구","1111011300","필운동","종로경찰서","02-3701-4324","126.96944","37.577164","서울특별시 종로구 필운대로 12","0000_2400","501","1111011200_03","종로안심03","세븐일레븐종로배화점","20221118","1111011200_03_S02_402.jpeg"
"1111011200_03_S01","402","1111000000","서울특별시 종로구","1111011400","내자동","종로경찰서","02-3701-4324","126.97218","37.57624","서울특별시 종로구 사직로 121","0000_2400","501","1111011200_03","종로안심03","CU내자중앙점","20221118","1111011200_03_S01_402.jpeg"
"1111011200_03_S03","401","1111000000","서울특별시 종로구","1111017300","명륜3가","서울특별시 종로구청 어르신가족과","02-2148-2224","126.99778","37.58344","서울특별시 종로구 성균관로1길 6-3","0000_2400","501","1111011200_03","종로안심03","종로육아종합지원센터","20221118","1111011200_03_S03_401.jpeg"
"1138010600_02_S02","402","1138000000","서울특별시 은평구","1138010600","대조동","은평경찰서","02-350-1324","126.92066","37.618164","서울특별시 은평구 연서로28길 6, 1층","0000_2400","501","1138010600_02","은평안심02","GS25 연신내으뜸점","20221118","1138010600_02_S02_402.jpeg"
"1138010600_02_S03","402","1138000000","서울특별시 은평구","1138010600","대조동","은평경찰서","02-350-1324","126.92186","37.617058","서울특별시 은평구 연서로28길 20-1, 1층","0000_2400","501","1138010600_02","은평안심02","미니스톱 연신내동명점","20221118","1138010600_02_S03_402.jpeg"
"1138010600_02_S01","402","1138000000","서울특별시 은평구","1138010600","대조동","은평경찰서","02-350-1324","126.920815","37.61685","서울특별시 은평구 연서로26길 11, 유성빌딩 1층","0000_2400","501","1138010600_02","은평안심02","GS25 연신내제일점","20221118","1138010600_02_S01_402.jpeg"
"1138010300_01_S03","401","1138000000","서울특별시 은평구","1138010300","불광동","스마트큐브","02-1666-0339","126.92769","37.621563","서울특별시 은평구 연서로34길 11","0000_2400","501","1138010300_01","은평안심01","불광보건분소","20221118","1138010300_01_S03_401.jpeg"
"1138010300_01_S02","402","1138000000","서울특별시 은평구","1138010300","불광동","은평경찰서","02-350-1324","126.923225","37.617172","서울특별시 은평구 통일로 822","0000_2400","501","1138010300_01","은평안심01","세븐일레븐 연신내점","20221118","1138010300_01_S02_402.jpeg"
"1138010300_01_S01","402","1138000000","서울특별시 은평구","1138010300","불광동","은평경찰서","02-350-1324","126.923935","37.61796","서울특별시 은평구 통일로78길 12-4, 1층","0000_2400","501","1138010300_01","은평안심01","세븐일레븐 불광중앙점","20221118","1138010300_01_S01_402.jpeg"
"1117012900_18_S01","402","1117000000","서울특별시 용산구","1117012900","이촌동","이촌파출소","02-749-0118","126.97503","37.519386","서울특별시 용산구 이촌로 248 (한강맨숀)","0000_2400","501","1117012900_18","용산안심18","CU 동부이촌점","20221118","1117012900_18_S01_402.jpeg"
"1117012500_17_S01","402","1117000000","서울특별시 용산구","1117012500","한강로2가","한강로파출소","02-2198-0161","126.97082","37.531895","서울특별시 용산구 한강대로 142, 108호","0000_2400","501","1117012500_17","용산안심17","CU 신용산점","20221118","1117012500_17_S01_402.jpeg"
"1117012500_17_S03","402","1117000000","서울특별시 용산구","1117012500","한강로2가","용산역파출소","02-2198-0150","126.96904","37.531715","서울특별시 용산구 한강대로43길 13, 한강로대우아이빌 1층","0000_2400","501","1117012500_17","용산안심17","CU 용산한강로점","20221118","1117012500_17_S03_402.jpeg"
"1117012900_14_S01","402","1117000000","서울특별시 용산구","1117012900","이촌동","용산역파출소","02-2198-0152","126.95422","37.527294","서울특별시 용산구 이촌로14길 11-6 101호","0000_2400","501","1117012900_14","용산안심14","세븐일레븐 용산서부이촌점","20221118","1117012900_14_S01_402.jpeg"
"1117013600_13_S01","401","1117000000","서울특별시 용산구","1117013600","보광동","용산구청 여성가족과","02-2199-7144","127.00018","37.5263","서울특별시 용산구 장문로 95","0000_2400","501","1117013600_13","용산안심13","보광동주민센터","20221118","1117013600_13_S01_401.jpeg"
"1117013600_13_S02","402","1117000000","서울특별시 용산구","1117013600","보광동","보광파출소","02-2198-0142","127.00244","37.527115","서울특별시 용산구 장문로 119","0000_2400","501","1117013600_13","용산안심13","CU 용산보광점","20221118","1117013600_13_S02_402.jpeg"
"1117013600_11_S01","402","1117000000","서울특별시 용산구","1117013000","이태원동","이태원파출소","02-2198-0127","126.996735","37.531506","서울특별시 용산구 우사단로4길 1","0000_2400","501","1117013600_11","용산안심11","CU 이태원힐점","20221118","1117013600_11_S01_402.jpeg"
"1117013600_10_S01","402","1117000000","서울특별시 용산구","1117013600","보광동","보광파출소","02-2198-0142","126.9974","37.530556","서울특별시 용산구 우사단로2길 12","0000_2400","501","1117013600_10","용산안심10","세븐일레븐 보광우사단로점","20221118","1117013600_10_S01_402.jpeg"
"1117013600_10_S02","402","1117000000","서울특별시 용산구","1117013600","보광동","보광파출소","02-2198-0142","127.00024","37.529167","서울특별시 용산구 장문로45길 73, 1층","0000_2400","501","1117013600_10","용산안심10","이마트24 보광사랑","20221118","1117013600_10_S02_402.jpeg"
"1117013100_08_S01","402","1117000000","서울특별시 용산구","1117013100","한남동","한남파출소","02-2198-0134","127.00203","37.53784","서울특별시 용산구 이태원로54길 11","0000_2400","501","1117013100_08","용산안심08","CU 용산한강진","20221118","1117013100_08_S01_402.jpeg"
"1117013100_08_S02","401","1117000000","서울특별시 용산구","1117013100","한남동","용산구청 여성가족과","02-2199-7144","127.00027","37.53486","서울특별시 용산구 이태원로 224-19","0000_2400","501","1117013100_08","용산안심08","한남동공영주차장","20221118","1117013100_08_S02_401.jpeg"
"1117013100_07_S01","402","1117000000","서울특별시 용산구","1117013100","한남동","한남파출소","02-2198-0134","127.00271","37.542454","서울특별시 용산구 한남대로 158","0000_2400","501","1117013100_07","용산안심07","GS25 한남행복점","20221118","1117013100_07_S01_402.jpeg"
"1117013000_06_S01","401","1117000000","서울특별시 용산구","1117013000","이태원동","용산구청 여성가족과","02-2199-7144","126.99048","37.53245","서울특별시 용산구 녹사평대로 150","0000_2400","501","1117013000_06","용산안심06","용산구청후문","20221118","1117013000_06_S01_401.jpeg"
"1117010500_05_S01","402","1117000000","서울특별시 용산구","1117010400","갈월동","용중지구대","02-2198-0116","126.97392","37.545517","서울특별시 용산구 두텁바위로 13","0000_2400","501","1117010500_05","용산안심05","GS25 용산그린","20221118","1117010500_05_S01_402.jpeg"
"1117010500_05_S02","401","1117000000","서울특별시 용산구","1117010400","갈월동","용산구청 여성가족과","02-2199-7144","126.97482","37.545773","서울특별시 용산구 두텁바위로 25","0000_2400","501","1117010500_05","용산안심05","갈월종합사회복지관","20221118","1117010500_05_S02_401.jpeg"
"1117010200_04_S01","401","1117000000","서울특별시 용산구","1117010200","용산동2가","용산치안센터","02-2198-0179","126.98557","37.546074","서울특별시 용산구 신흥로 90","0000_2400","501","1117010200_04","용산안심04","용산치안센터","20221118","1117010200_04_S01_401.jpeg"
"1117011100_02_S02","401","1117000000","서울특별시 용산구","1117011200","원효로1가","용산구청 여성가족과","02-2199-7144","126.96501","37.538902","서울특별시 용산구 백범로 329","0000_2400","501","1117011100_02","용산안심02","용산꿈나무종합타운","20221118","1117011100_02_S02_401.jpeg"
"1117011100_02_S03","401","1117000000","서울특별시 용산구","1117011900","효창동","효창종합사회복지관","02-716-0600","126.96309","37.541218","서울특별시 용산구 효창원로 146-12","0000_2400","501","1117011100_02","용산안심02","효창종합사회복지관","20221118","1117011100_02_S03_401.jpeg"
"1117011100_02_S01","402","1117000000","서울특별시 용산구","1117011100","청파동3가","원효지구대","02-2198-0191","126.96675","37.54417","서울특별시 용산구 청파로43길 70","0000_2400","501","1117011100_02","용산안심02","이마트24 숙대도서관점","20221118","1117011100_02_S01_402.jpeg"
"1117011000_01_S01","402","1117000000","서울특별시 용산구","1117011000","청파동2가","원효지구대","02-2198-0191","126.96743","37.54644","서울특별시 용산구 청파동2가 청파로 47나길 35","0000_2400","501","1117011000_01","용산안심01","세븐일레븐 숙대사랑점","20221118","1117011000_01_S01_402.jpeg"
"1117011000_01_S02","401","1117000000","서울특별시 용산구","1117011000","청파동2가","용산구청 여성가족과","02-2199-7144","126.96507","37.547005","서울특별시 용산구 효창원로86길 33","0000_2400","501","1117011000_01","용산안심01","숙대 명재관 인근","20221118","1117011000_01_S02_401.jpeg"
"1117011000_01_S03","401","1117000000","서울특별시 용산구","1117011900","효창동","용산구청 여성가족과","02-2199-7144","126.96184","37.542507","서울특별시 용산구 효창원로 161","0000_2400","501","1117011000_01","용산안심01","효창동주민센터","20221118","1117011000_01_S03_401.jpeg"
"1156010100_29_S01","401","1156000000","서울특별시 영등포구","1156010100","영등포동","서울특별시 영등포구","02-2670-3352","126.90934","37.514668","서울특별시 영등포구 신길로61길 17","0000_2400","501","1156010100_29","영등포안심29","영등포본동주민센터","20221118","1156010100_29_S01_401.jpeg"
"1156013300_22_S02","401","1153000000","서울특별시 구로구","1153010200","구로동","스마트큐브","02-1666-0339","126.89424","37.493435","서울특별시 구로구 도림천로 352","0000_2400","501","1156013300_22","영등포안심22","서울메트로대림별관","20221118","1156013300_22_S02_401.jpeg"
"1156013300_22_S01","401","1156000000","서울특별시 영등포구","1156013300","대림동","서울특별시 영등포구","02-2670-3352","126.89922","37.492832","서울특별시 영등포구 대림로23가길 5","0000_2400","501","1156013300_22","영등포안심22","다사랑어린이공원","20221118","1156013300_22_S01_401.jpeg"
"1156011100_18_S01","401","1156000000","서울특별시 영등포구","1156011300","당산동3가","서울특별시 영등포구","02-2670-3352","126.893974","37.52598","서울특별시 영등포구 당산로29길 9","0000_2400","501","1156011100_18","영등포안심18","그린케어센터","20221118","1156011100_18_S01_401.jpeg"
"1156013200_15_S01","401","1156000000","서울특별시 영등포구","1156013200","신길동","서울특별시 영등포구","02-2670-3352","126.91165","37.507153","서울특별시 영등포구 신길로40길 5","0000_2400","501","1156013200_15","영등포안심15","신길4동1동1마을공영주차장","20221118","1156013200_15_S01_401.jpeg"
"1156013200_14_S02","401","1159000000","서울특별시 동작구","1159010800","대방동","스마트큐브","02-1666-0339","126.927155","37.51235","서울특별시 동작구 노량진로 10","0000_2400","501","1156013200_14","영등포안심14","스페이스살림","20221118","1156013200_14_S02_401.jpeg"
"1156013200_14_S01","401","1156000000","서울특별시 영등포구","1156013200","신길동","서울특별시 영등포구","02-2670-3352","126.92144","37.51117","서울특별시 영등포구 영등포로84길 24-5","0000_2400","501","1156013200_14","영등포안심14","신길1동 주민센터","20221118","1156013200_14_S01_401.jpeg"
"1156011800_09_S01","401","1156000000","서울특별시 영등포구","1156011800","도림동","서울특별시 영등포구","02-2670-3352","126.896","37.509495","서울특별시 영등포구 도영로7길 10","0000_2400","501","1156011800_09","영등포안심09","도림동 주민센터","20221118","1156011800_09_S01_401.jpeg"
"1156011800_09_S02","401","1156000000","서울특별시 영등포구","1156013300","대림동","서울특별시 영등포구","02-2670-3352","126.89608","37.50432","서울특별시 영등포구 도신로 27","0000_2400","501","1156011800_09","영등포안심09","대림정보문화도서관","20221118","1156011800_09_S02_401.jpeg"
"1156010800_02_S01","401","1156000000","서울특별시 영등포구","1156011700","당산동","서울특별시 영등포구","02-2670-3352","126.907265","37.525993","서울특별시 영등포구 버드나루로15길 10","0000_2400","501","1156010800_02","영등포안심02","영등포평생학습관","20221118","1156010800_02_S01_401.jpeg"
"1147010300_02_S01","401","1150000000","서울특별시 강서구","1150010300","화곡동","스마트큐브","02-1666-0339","126.8489","37.52906","서울특별시 강서구 강서로5길 50","0000_2400","501","1147010300_02","양천안심02","곰달래복지문화센터","20221118","1147010300_02_S01_401.jpeg"
"1168010600_04_S01","401","1168000000","서울특별시 강남구","1168010600","대치동","대치2동 주민센터","02-3423-8420","127.064186","37.502304","서울특별시 강남구 영동대로65길 24","0000_2400","501","1168010600_04","수서안심04","대치2동 주민센터","20221118","1168010600_04_S01_401.jpeg"
"1168010600_03_S01","401","1168000000","서울특별시 강남구","1168010600","대치동","대치4동 주민센터","02-3423-8520","127.05785","37.49973","서울특별시 강남구 도곡로77길 23","0000_2400","501","1168010600_03","수서안심03","대치4동 주민센터","20221118","1168010600_03_S01_401.jpeg"
"1168011800_01_S01","402","1165000000","서울특별시 서초구","1165010200","양재동","서초경찰서","02-532-0112","127.03412","37.483685","서울특별시 서초구 강남대로 221","0000_2400","501","1168011800_01","수서안심01","세븐일레븐 양재역점","20221118","1168011800_01_S01_402.jpeg"
"1171010600_08_S01","401","1171000000","서울특별시 송파구","1171010600","삼전동","삼전지구대","02-3402-6303","127.09273","37.502724","서울특별시 송파구 백제고분로 238","0000_2400","501","1171010600_08","송파안심08","삼전지구대","20221118","1171010600_08_S01_401.jpeg"
"1171010600_08_S02","401","1171000000","서울특별시 송파구","1171010600","삼전동","㈜ 새누","02-2203-9400","127.094894","37.49867","서울특별시 송파구 백제고분로32길 41","0000_2400","501","1171010600_08","송파안심08","송파노인종합복지관","20221118","1171010600_08_S02_401.jpeg"
"1171010100_06_S04","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.084","37.509716","서울특별시 송파구 백제고분로7길 42-25","0000_2400","501","1171010100_06","송파안심06","세븐일레븐신천제일점","20221118","1171010100_06_S04_402.jpeg"
"1171010100_06_S03","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.08243","37.509617","서울특별시 송파구 백제고분로9길30","0000_2400","501","1171010100_06","송파안심06","세븐일레븐신천본점","20221118","1171010100_06_S03_402.jpeg"
"1171010100_06_S02","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.08493","37.507717","서울특별시 송파구 삼전로13길49","0000_2400","501","1171010100_06","송파안심06","세븐일레븐송파중앙점","20221118","1171010100_06_S02_402.jpeg"
"1171010100_06_S01","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.081406","37.506428","서울특별시 송파구 백제고분로127","0000_2400","501","1171010100_06","송파안심06","세븐일레븐잠실1호점","20221118","1171010100_06_S01_402.jpeg"
"1171010100_04_S02","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.08622","37.504005","서울특별시 송파구 백제고분로20길 7-1","0000_2400","501","1171010100_04","송파안심04","CU잠실현대점","20221118","1171010100_04_S02_402.jpeg"
"1171010100_04_S01","402","1171000000","서울특별시 송파구","1171010100","잠실동","잠실지구대","02-3402-6302","127.08877","37.506344","서울특별시 송파구 삼전로9길6","0000_2400","501","1171010100_04","송파안심04","세븐일레븐잠실광장점","20221118","1171010100_04_S01_402.jpeg"
"1171010100_04_S03","402","1171000000","서울특별시 송파구","1171010600","삼전동","삼전지구대","02-3402-6303","127.09141","37.506504","서울특별시 송파구 백제고분로21길34","0000_2400","501","1171010100_04","송파안심04","GS25삼전나루점","20221118","1171010100_04_S03_402.jpeg"
"1171010400_03_S01","403","1171000000","서울특별시 송파구","1171010400","송파동","송파1동자율방범대","02-2147-4300","127.11046","37.50618","서울특별시 송파구 송파대로42길 29","","501","1171010400_03","송파안심03","403_송파1동치안센터","20221108","1171010400_03_S01_403.jpeg"
"1171010400_03_S02","402","1171000000","서울특별시 송파구","1171010400","송파동","세븐일레븐 송파초교점","02-422-7097","127.11173","37.50731","서울특별시 송파구 백제고분로44길 9","0000_2400","501","1171010400_03","송파안심03","세븐일레븐 송파초교점","20221108","1171010400_03_S02_402.jpeg"
"1171011200_23_S01","402","1171000000","서울특별시 송파구","1171011200","오금동","오금파출소","02-3402-6309","127.13381","37.502125","서울특별시 송파구 동남로23길 29","0000_2400","501","1171011200_23","송파안심23","GS25오금후레쉬점","20221118","1171011200_23_S01_402.jpeg"
"1171011200_23_S02","402","1171000000","서울특별시 송파구","1171011200","오금동","오금파출소","02-3402-6309","127.13472","37.5045","서울특별시 송파구 마천로138","0000_2400","501","1171011200_23","송파안심23","CU오금공원점","20221118","1171011200_23_S02_402.jpeg"
"1171010300_19_S02","403","1171000000","서울특별시 송파구","1171010300","풍납동","풍납1파출소","02-483-0368","127.12046","37.53507","서울특별시 송파구 풍성로25길 17","","501","1171010300_19","송파안심19","403_풍납1동치안센터","20221116","1171010300_19_S02_403.jpeg"
"1171010300_19_S01","403","1171000000","서울특별시 송파구","1171010300","풍납동","풍납2동자율방범대","02-483-0795","127.119095","37.531998","서울특별시 송파구 풍납2동 501-24 ","","501","1171010300_19","송파안심19","403_풍납2동자율방범대","20221116","1171010300_19_S01_403.jpeg"
"1171011400_14_S02","401","1171000000","서울특별시 송파구","1171011300","거여동","㈜ 새누","02-2147-4060","127.1433","37.49694","서울특별시 송파구 오금로53길 32","0900_2100","501","1171011400_14","송파안심14","거여1동주민센터","20221118","1171011400_14_S02_401.jpeg"
"1171011400_14_S03","401","1171000000","서울특별시 송파구","1171011400","마천동","㈜ 새누","02-2147-3906","127.14854","37.49684","서울특별시 송파구 마천로 287","0000_2400","501","1171011400_14","송파안심14","마천2동주민센터","20221118","1171011400_14_S03_401.jpeg"
"1171011400_14_S01","401","1171000000","서울특별시 송파구","1171011300","거여동","㈜ 새누","02-2147-4090","127.14683","37.493538","서울특별시 송파구 거마로2길 19","0000_2400","501","1171011400_14","송파안심14","거여2동주민센터","20221118","1171011400_14_S01_401.jpeg"
"1171010700_11_S01","402","1171000000","서울특별시 송파구","1171010700","가락동","CU가락극동점","070-7782-8317","127.13193","37.494755","서울특별시 송파구 동남로18길 14 ","0000_2400","501","1171010700_11","송파안심11","CU가락극동점","20221116","1171010700_11_S01_402.jpeg"
"1129010100_14_S01","402","1129000000","서울특별시 성북구","1129010100","성북동","CU성북점","02-747-4634","127.00433","37.59069","서울특별시 성북구 성북로8길 4 (성북동)","0000_2400","501","1129010100_14","성북안심14","","20220923","1129010100_14_S01_402.jpeg"
"1129013300_11_S01","402","1129000000","서울특별시 성북구","1129013300","정릉동","성북경찰서","02-920-1324","127.01141","37.605907","서울특별시 성북구 보국문로 14","0000_2400","501","1129013300_11","성북안심11","GS25정릉대우","20221118","1129013300_11_S01_402.jpeg"
"1129013300_10_S01","402","1129000000","서울특별시 성북구","1129013300","정릉동","성북경찰서","02-920-1324","127.00773","37.60873","서울특별시 성북구 솔샘로6길 66","","501","1129013300_10","성북안심10","씨스페이스정릉3점","20221118","1129013300_10_S01_402.jpeg"
"1129013300_09_S01","402","1129000000","서울특별시 성북구","1129013300","정릉동","성북경찰서","02-920-1324","127.00976","37.61202","서울특별시 성북구 보국문로16길 48","0000_2400","501","1129013300_09","성북안심09","미니스톱정릉서경대점","20221118","1129013300_09_S01_402.jpeg"
"1129013300_07_S01","401","1129000000","서울특별시 성북구","1129010300","돈암동","성북구청 여성가족과","02-2241-2572","127.01392","37.60006","서울특별시 성북구 아리랑로 82(돈암동 538-98)","0000_2400","501","1129013300_07","성북안심07","아리랑 시네미디어센터","20221118","1129013300_07_S01_401.jpeg"
"1129011500_05_S01","402","1129000000","서울특별시 성북구","1129011500","삼선동5가","성북경찰서","02-920-1324","127.01735","37.58941","서울특별시 성북구 보문로32길 14","0000_2400","501","1129011100_04","성북안심05","세븐일레븐성북구청후문점","20221118","1129011500_05_S01_402.jpeg"
